date,01_baseline,02_vix_lt20,03_vix_lt25,04_vix_lt30,05_roc_spike_20pct,06_roc_spike_30pct,07_roc_spike_50pct,08_roc_abs_30pct,09_panic_only_gt20,10_panic_only_gt25,11_combined_lt30_no_spike
2020-06-10,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-11,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-12,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-15,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-16,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-17,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-18,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-19,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-22,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-23,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-24,88131.96,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,85366.43,85366.43,100000.0
2020-06-25,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
2020-06-26,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
2020-06-29,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
2020-06-30,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
2020-07-01,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
2020-07-02,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
2020-07-06,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
2020-07-07,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
2020-07-08,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
2020-07-09,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
2020-07-10,90504.54,103239.6,103239.6,87809.05,122731.29,122731.29,122731.29,122731.29,87664.56,87664.56,100000.0
