variant,ticker,entry_date,exit_date,entry_price,exit_price,pnl_pct,r_multiple,exit_reason,same_bar_stop
current,AAPL,2024-05-21,2024-05-23,189.7148,185.3873,-2.2811,-1.8393,stop_hit,False
current,AMD,2024-05-21,2024-05-23,164.2121,160.4098,-2.3155,-1.0637,stop_hit,False
current,AXP,2024-05-22,2024-05-23,237.5387,230.2148,-3.0832,-3.5963,stop_hit,False
current,BKNG,2024-05-22,2024-05-23,151.1255,147.6261,-2.3155,-1.8738,stop_hit,False
current,BSX,2024-05-22,2024-05-23,75.8029,74.3228,-1.9525,-2.0869,stop_hit,False
current,ADI,2024-05-23,2024-05-24,233.4667,225.2073,-3.5377,-2.8783,stop_hit,False
current,CTAS,2024-05-23,2024-05-24,172.7663,168.0659,-2.7207,-3.7683,stop_hit,False
current,DHR,2024-05-23,2024-05-24,263.6618,259.4902,-1.5822,-1.9192,stop_hit,False
current,ADP,2024-05-17,2024-05-28,239.0795,232.1739,-2.8884,-3.0357,stop_hit,False
current,APH,2024-05-22,2024-05-28,66.6133,65.897,-1.0752,-1.0614,stop_hit,False
current,EA,2024-05-23,2024-05-28,133.987,130.7246,-2.4348,-2.2515,stop_hit,False
current,BAC,2024-05-22,2024-05-29,37.6388,36.9515,-1.826,-1.8132,stop_hit,False
current,EBAY,2024-05-23,2024-05-29,51.0355,50.3648,-1.3142,-1.0498,stop_hit,False
current,ETN,2024-05-24,2024-05-29,334.6472,327.2963,-2.1966,-1.5967,stop_hit,False
current,CME,2024-05-28,2024-05-29,195.9379,189.2653,-3.4055,-3.3872,stop_hit,False
current,CRWD,2024-05-28,2024-05-29,358.3791,349.1853,-2.5654,-1.4732,stop_hit,False
current,CDNS,2024-05-24,2024-05-30,293.8969,288.1908,-1.9415,-1.6436,stop_hit,False
current,MU,2024-05-29,2024-05-30,129.2546,125.3273,-3.0384,-1.6704,stop_hit,False
current,KLAC,2024-05-29,2024-05-31,760.5001,748.6555,-1.5575,-1.159,stop_hit,False
current,LRCX,2024-05-29,2024-05-31,94.2571,91.3843,-3.0479,-1.9979,stop_hit,False
current,MRVL,2024-05-29,2024-05-31,76.4582,68.3958,-10.5449,-5.8602,stop_hit,False
current,NFLX,2024-05-30,2024-05-31,65.3727,64.1379,-1.8888,-1.3794,stop_hit,False
current,NVDA,2024-05-30,2024-05-31,114.5873,109.3953,-4.531,-2.2839,stop_hit,False
current,AMAT,2024-05-21,2024-06-03,214.5572,210.8345,-1.7351,-1.0944,stop_hit,False
current,AMD,2024-05-29,2024-06-03,167.3736,163.4482,-2.3453,-1.0712,stop_hit,False
current,FSLR,2024-05-28,2024-06-04,277.9289,265.9769,-4.3004,-1.734,stop_hit,False
current,NEE,2024-05-31,2024-06-06,73.967,72.8735,-1.4783,-1.3438,stop_hit,False
current,COST,2024-05-23,2024-06-07,795.8877,836.1517,5.059,5.5583,time_exit,False
current,LLY,2024-05-24,2024-06-10,797.6486,854.0628,7.0726,4.6349,time_exit,False
current,AAPL,2024-06-04,2024-06-10,193.4467,191.5742,-0.968,-1.0924,stop_hit,False
current,ABT,2024-06-10,2024-06-11,103.3516,101.5992,-1.6956,-1.8098,stop_hit,False
current,ABBV,2024-06-07,2024-06-12,158.139,155.1324,-1.9013,-1.7147,stop_hit,False
current,AAPL,2024-06-10,2024-06-12,195.4877,210.8722,7.8698,9.1984,take_profit,False
current,AMZN,2024-06-11,2024-06-13,187.1185,183.5882,-1.8867,-1.6954,stop_hit,False
current,HCA,2024-05-31,2024-06-17,329.6247,331.0444,0.4307,0.3388,time_exit,False
current,NKE,2024-05-31,2024-06-17,89.6148,91.3043,1.8853,1.9496,time_exit,False
current,T,2024-05-31,2024-06-17,15.938,16.092,0.9662,1.1696,time_exit,False
current,TJX,2024-05-31,2024-06-17,101.3006,107.8161,6.4318,5.7659,time_exit,False
current,AMT,2024-06-03,2024-06-18,182.6613,181.2393,-0.7785,-0.6147,time_exit,False
current,APD,2024-06-03,2024-06-18,253.1065,260.7396,3.0158,3.1812,time_exit,False
current,AVGO,2024-06-17,2024-06-20,176.3881,169.7751,-3.7492,-2.1769,stop_hit,False
current,AMAT,2024-06-06,2024-06-21,218.5892,231.6641,5.9815,3.3516,time_exit,False
current,COST,2024-06-17,2024-06-21,846.383,838.1507,-0.9726,-1.0868,stop_hit,False
current,APH,2024-06-13,2024-06-24,67.6038,66.2469,-2.0072,-1.6748,stop_hit,False
current,AMZN,2024-06-24,2024-06-25,189.5647,186.2768,-1.7345,-1.5727,stop_hit,False
current,AON,2024-06-12,2024-06-26,289.6247,285.0174,-1.5908,-1.7045,stop_hit,False
current,AAPL,2024-06-12,2024-06-27,205.8929,212.3638,3.1428,3.0224,time_exit,False
current,ABBV,2024-06-20,2024-06-27,159.9599,157.891,-1.2934,-1.1411,stop_hit,False
current,AZO,2024-06-18,2024-07-01,2951.2849,2824.0173,-4.3123,-5.3642,stop_hit,False
current,BKNG,2024-06-18,2024-07-01,156.058,152.9435,-1.9957,-2.1268,stop_hit,False
current,ADBE,2024-06-17,2024-07-02,525.5927,567.5261,7.9783,4.3976,time_exit,False
current,CDNS,2024-06-17,2024-07-02,310.6352,316.5716,1.9111,1.3841,time_exit,False
current,CCL,2024-06-26,2024-07-03,17.8189,17.3713,-2.5119,-1.1022,stop_hit,False
current,ACN,2024-06-21,2024-07-05,297.2586,289.5252,-2.6016,-1.7357,stop_hit,False
current,AMGN,2024-06-21,2024-07-08,295.4276,294.8925,-0.1811,-0.1738,time_exit,False
current,CRM,2024-07-05,2024-07-08,258.5792,253.803,-1.8471,-1.2994,stop_hit,False
current,BKR,2024-06-25,2024-07-09,33.0665,32.1039,-2.9111,-1.995,stop_hit,False
current,COST,2024-07-08,2024-07-11,877.9387,837.3211,-4.6265,-5.6295,stop_hit,False
current,AMZN,2024-06-27,2024-07-12,195.0675,194.4027,-0.3408,-0.2785,time_exit,False
current,CHTR,2024-06-27,2024-07-12,291.6658,310.8745,6.5859,4.1447,time_exit,False
current,C,2024-07-01,2024-07-16,60.2601,63.5982,5.5394,4.1935,time_exit,False
current,CIBR,2024-07-01,2024-07-16,55.8979,57.941,3.655,5.3952,time_exit,False
current,AAPL,2024-07-02,2024-07-17,214.6072,227.0864,5.8149,3.5467,time_exit,False
current,ADBE,2024-07-02,2024-07-17,560.8303,562.9184,0.3723,0.2203,time_exit,False
current,AMD,2024-07-03,2024-07-17,164.2821,159.3353,-3.0112,-1.392,stop_hit,False
current,AAPL,2024-07-17,2024-07-18,227.8138,222.3788,-2.3858,-1.7646,stop_hit,False
current,APH,2024-07-17,2024-07-18,68.4542,64.8676,-5.2395,-4.7783,stop_hit,False
current,ADI,2024-07-11,2024-07-19,231.6858,224.8075,-2.9688,-2.7092,stop_hit,False
current,APD,2024-07-17,2024-07-19,256.4882,251.3243,-2.0133,-1.7278,stop_hit,False
current,ABBV,2024-07-18,2024-07-19,164.6023,162.4387,-1.3144,-1.1466,stop_hit,False
current,CB,2024-07-19,2024-07-22,261.9709,255.952,-2.2976,-2.5217,stop_hit,False
current,COP,2024-07-19,2024-07-22,109.2446,106.1669,-2.8173,-2.4006,stop_hit,False
current,AXP,2024-07-08,2024-07-23,231.8058,242.1689,4.4706,4.3798,time_exit,False
current,DLR,2024-07-09,2024-07-24,146.093,144.1079,-1.3588,-1.3147,stop_hit,False
current,DHI,2024-07-22,2024-07-24,171.0955,167.2363,-2.2556,-1.211,stop_hit,False
current,BSX,2024-07-23,2024-07-24,78.5493,77.7511,-1.0161,-1.0902,stop_hit,False
current,ALL,2024-07-16,2024-07-25,162.6013,159.84,-1.6982,-1.6306,stop_hit,False
current,BSX,2024-07-24,2024-07-25,77.0435,74.2229,-3.6611,-3.7719,stop_hit,False
current,AEP,2024-07-12,2024-07-29,85.5528,91.3243,6.7462,7.3945,time_exit,False
current,AMGN,2024-07-12,2024-07-29,309.9749,314.9724,1.6122,1.3157,time_exit,False
current,ACN,2024-07-16,2024-07-31,310.0149,320.9095,3.5142,2.3277,time_exit,False
current,BA,2024-07-24,2024-08-01,186.2931,178.1359,-4.3787,-2.6304,stop_hit,False
current,ABT,2024-07-18,2024-08-02,97.3286,106.6353,9.5621,9.3044,take_profit,False
current,FITB,2024-07-22,2024-08-02,38.4092,37.1514,-3.2747,-2.2512,stop_hit,False
current,AXP,2024-08-01,2024-08-02,249.4747,227.7261,-8.7178,-6.9179,stop_hit,False
current,CTAS,2024-07-19,2024-08-05,186.6033,182.3588,-2.2746,-2.4385,stop_hit,False
current,ABT,2024-08-02,2024-08-05,107.5037,104.8775,-2.4429,-1.6739,stop_hit,False
current,ALL,2024-08-02,2024-08-05,171.3756,163.3283,-4.6957,-3.0901,stop_hit,False
current,ABT,2024-08-05,2024-08-06,107.5838,105.6671,-1.7815,-1.1742,stop_hit,False
current,AON,2024-08-05,2024-08-06,328.264,319.7001,-2.6089,-2.4785,stop_hit,False
current,APD,2024-08-02,2024-08-07,270.125,265.3273,-1.7761,-1.1718,stop_hit,False
current,AZO,2024-08-05,2024-08-07,3156.1423,3102.438,-1.7016,-1.6616,stop_hit,False
current,BDX,2024-07-24,2024-08-08,177.8589,177.4312,-0.2404,-0.2109,time_exit,False
current,PSQ,2024-08-06,2024-08-08,40.8804,39.7701,-2.716,-2.0499,stop_hit,False
current,SH,2024-08-06,2024-08-08,44.6523,43.6482,-2.2488,-2.367,stop_hit,False
current,ABBV,2024-07-25,2024-08-09,167.0335,179.0204,7.1764,6.2303,time_exit,False
current,BMY,2024-07-25,2024-08-09,41.3106,43.0285,4.1583,2.7945,time_exit,False
current,ADP,2024-07-29,2024-08-13,244.062,251.3343,2.9797,3.2858,time_exit,False
current,AEP,2024-07-29,2024-08-13,91.0755,93.1334,2.2595,2.5383,time_exit,False
current,AMT,2024-07-31,2024-08-15,208.5242,205.0974,-1.6434,-1.3257,stop_hit,False
current,O,2024-08-07,2024-08-15,55.0375,54.2329,-1.462,-1.3466,stop_hit,False
current,HSY,2024-08-08,2024-08-16,188.7043,184.4177,-2.2716,-1.7499,stop_hit,False
current,ALL,2024-08-15,2024-08-16,176.8584,173.5532,-1.8688,-1.151,stop_hit,False
current,CME,2024-08-07,2024-08-22,186.9834,193.963,3.7327,3.1667,time_exit,False
current,FTNT,2024-08-08,2024-08-23,70.105,74.6726,6.5154,3.1349,time_exit,False
current,LMT,2024-08-08,2024-08-23,521.6207,529.5451,1.5192,1.2035,time_exit,False
current,ABBV,2024-08-09,2024-08-26,180.18,186.1769,3.3282,2.0541,time_exit,False
current,IBM,2024-08-09,2024-08-26,183.992,190.3248,3.4419,2.3678,time_exit,False
current,CMG,2024-08-13,2024-08-28,50.7804,55.7471,9.7808,4.0894,time_exit,False
current,COST,2024-08-13,2024-08-28,859.5396,879.1802,2.285,1.6304,time_exit,False
current,ABBV,2024-08-26,2024-08-29,186.2931,183.998,-1.232,-1.1,stop_hit,False
current,AON,2024-08-15,2024-08-30,327.0935,339.82,3.8908,3.3203,time_exit,False
current,AAPL,2024-08-16,2024-09-03,222.6313,221.1594,-0.6611,-0.3711,time_exit,False
current,ADBE,2024-08-16,2024-09-03,554.217,570.8644,3.0038,1.8137,time_exit,False
current,ADI,2024-08-26,2024-09-03,221.4207,213.5832,-3.5396,-1.6476,stop_hit,False
current,ADI,2024-09-03,2024-09-04,223.7918,216.4517,-3.2799,-1.7857,stop_hit,False
current,AMGN,2024-08-29,2024-09-05,315.4677,309.3852,-1.9281,-1.5008,stop_hit,False
current,ADBE,2024-09-03,2024-09-05,575.6877,567.4661,-1.4281,-1.1498,stop_hit,False
current,ABBV,2024-09-04,2024-09-05,188.084,181.6991,-3.3947,-4.0298,stop_hit,False
current,ACN,2024-08-22,2024-09-06,324.262,329.885,1.7341,1.5914,time_exit,False
current,AXP,2024-08-28,2024-09-06,249.8048,239.4202,-4.1571,-2.9432,stop_hit,False
current,ADBE,2024-09-05,2024-09-06,570.9753,563.4981,-1.3096,-1.0793,stop_hit,False
current,BRK-B,2024-09-05,2024-09-06,478.8943,459.3402,-4.0832,-4.9647,stop_hit,False
current,ABT,2024-08-23,2024-09-09,108.6243,112.3938,3.4702,2.8644,time_exit,False
current,ADP,2024-08-23,2024-09-09,259.8599,264.4977,1.7847,1.7513,time_exit,False
current,HCA,2024-09-06,2024-09-09,393.4466,379.6301,-3.5117,-4.486,stop_hit,False
current,ICE,2024-09-06,2024-09-09,159.6698,158.3408,-0.8323,-1.3001,stop_hit,False
current,KHC,2024-09-06,2024-09-10,33.1566,32.5237,-1.9086,-1.9018,stop_hit,False
current,MDLZ,2024-09-09,2024-09-11,71.1856,70.3848,-1.1249,-1.2404,stop_hit,False
current,ALL,2024-08-28,2024-09-12,178.7493,180.6796,1.0799,0.8637,time_exit,False
current,ABBV,2024-09-11,2024-09-12,186.5232,182.8685,-1.9594,-2.0667,stop_hit,False
current,ADBE,2024-09-12,2024-09-13,582.301,536.6815,-7.8343,-6.1319,stop_hit,False
current,AEP,2024-08-30,2024-09-16,94.9374,99.6102,4.9219,5.7571,time_exit,False
current,ADBE,2024-09-13,2024-09-16,532.8313,521.2393,-2.1756,-1.5008,stop_hit,False
current,ACN,2024-09-12,2024-09-17,339.9899,327.0764,-3.7982,-4.1676,stop_hit,False
current,AON,2024-09-03,2024-09-18,341.6908,345.5172,1.1198,1.5658,time_exit,False
current,CME,2024-09-06,2024-09-18,203.3716,201.2393,-1.0485,-1.2093,stop_hit,False
current,ABT,2024-09-10,2024-09-18,112.086,110.8645,-1.0898,-1.3936,stop_hit,False
current,AEP,2024-09-16,2024-09-18,99.0995,97.961,-1.1489,-1.3612,stop_hit,False
current,ACN,2024-09-17,2024-09-18,344.7923,326.2668,-5.373,-5.7383,stop_hit,False
current,HSY,2024-09-09,2024-09-19,190.105,186.4467,-1.9243,-1.8656,stop_hit,False
current,ABT,2024-09-18,2024-09-19,113.1165,110.2049,-2.574,-3.2314,stop_hit,False
current,AMT,2024-09-05,2024-09-20,220.06,221.2393,0.5359,0.4897,time_exit,False
current,ADP,2024-09-18,2024-09-20,269.9549,266.7366,-1.1922,-1.2814,stop_hit,False
current,EBAY,2024-09-09,2024-09-24,57.979,63.938,10.2779,8.7028,time_exit,False
current,MCD,2024-09-09,2024-09-24,280.3201,289.875,3.4086,3.7293,time_exit,False
current,AMGN,2024-09-20,2024-09-24,320.13,315.6821,-1.3894,-1.2822,stop_hit,False
current,ALL,2024-09-19,2024-09-25,186.9334,184.4777,-1.3137,-1.2826,stop_hit,False
current,BKR,2024-09-24,2024-09-25,35.7178,34.8426,-2.4505,-1.6319,stop_hit,False
current,AMZN,2024-09-24,2024-09-26,194.4272,191.0744,-1.7244,-1.1322,stop_hit,False
current,APD,2024-09-16,2024-10-01,275.7978,280.1499,1.578,1.6193,time_exit,False
current,AVGO,2024-09-24,2024-10-01,170.6453,165.0874,-3.257,-1.1614,stop_hit,False
current,CRM,2024-09-26,2024-10-01,274.197,268.0259,-2.2506,-1.5436,stop_hit,False
current,AXP,2024-09-18,2024-10-03,259.2696,263.5582,1.6541,1.1748,time_exit,False
current,BK,2024-09-18,2024-10-03,68.064,68.2858,0.3259,0.2972,time_exit,False
current,BKNG,2024-09-18,2024-10-03,159.3296,162.3388,1.8886,1.796,time_exit,False
current,AAPL,2024-10-01,2024-10-03,228.134,224.0179,-1.8042,-1.428,stop_hit,False
current,BRK-B,2024-10-01,2024-10-03,459.5797,452.7935,-1.4766,-1.5863,stop_hit,False
current,BLK,2024-09-19,2024-10-04,910.0248,919.55,1.0467,1.0246,time_exit,False
current,AMD,2024-09-20,2024-10-07,155.988,170.8645,9.537,4.0507,time_exit,False
current,COP,2024-10-04,2024-10-08,108.3942,105.4772,-2.691,-1.8179,stop_hit,False
current,ALB,2024-09-25,2024-10-10,86.5232,100.1599,15.7607,4.7901,time_exit,False
current,AMAT,2024-09-25,2024-10-10,193.5367,201.0994,3.9076,1.8827,time_exit,False
current,AMD,2024-10-07,2024-10-10,171.1755,164.1579,-4.0997,-2.0758,stop_hit,False
current,AON,2024-10-10,2024-10-11,355.2175,351.2043,-1.1298,-1.4241,stop_hit,False
current,BKR,2024-10-03,2024-10-15,35.968,35.1024,-2.4064,-1.43,stop_hit,False
current,AVGO,2024-10-10,2024-10-15,181.2706,173.5532,-4.2574,-2.1727,stop_hit,False
current,BMY,2024-10-01,2024-10-16,47.8839,49.6951,3.7825,2.6101,time_exit,False
current,ADI,2024-10-15,2024-10-16,230.165,222.0989,-3.5045,-2.3628,stop_hit,False
current,AMAT,2024-10-15,2024-10-16,211.5557,181.989,-13.9759,-7.3126,stop_hit,False
current,ACN,2024-10-03,2024-10-18,349.4246,367.0964,5.0574,3.9772,time_exit,False
current,ADP,2024-10-03,2024-10-18,273.4567,282.0089,3.1275,3.327,time_exit,False
current,BSX,2024-10-03,2024-10-18,84.3722,88.006,4.3069,4.7197,time_exit,False
current,CAT,2024-10-03,2024-10-18,383.4316,384.7975,0.3562,0.2399,time_exit,False
current,AXP,2024-10-16,2024-10-21,274.2371,266.2868,-2.899,-2.8349,stop_hit,False
current,APH,2024-10-18,2024-10-21,67.0635,66.047,-1.5158,-1.141,stop_hit,False
current,APD,2024-10-08,2024-10-23,297.5487,314.0029,5.5299,4.8414,time_exit,False
current,ACN,2024-10-18,2024-10-23,366.0329,360.8795,-1.4079,-1.2414,stop_hit,False
current,ADP,2024-10-18,2024-10-23,282.5812,279.91,-0.9453,-1.2424,stop_hit,False
current,BKNG,2024-10-18,2024-10-23,172.7964,170.4048,-1.3841,-1.5648,stop_hit,False
current,AMZN,2024-10-21,2024-10-23,188.2541,184.6226,-1.929,-1.6044,stop_hit,False
current,AMZN,2024-10-23,2024-10-24,188.9044,186.3068,-1.3751,-1.1353,stop_hit,False
current,BA,2024-10-23,2024-10-24,159.8299,155.0724,-2.9766,-1.8789,stop_hit,False
current,ABT,2024-10-10,2024-10-25,112.086,110.8146,-1.1344,-1.22,stop_hit,False
current,ALL,2024-10-16,2024-10-25,187.4137,182.6986,-2.5159,-2.0657,stop_hit,False
current,AZO,2024-10-21,2024-10-25,3192.4654,3128.7249,-1.9966,-1.8175,stop_hit,False
current,D,2024-10-24,2024-10-25,56.9485,55.6222,-2.3289,-2.0373,stop_hit,False
current,BK,2024-10-11,2024-10-28,72.5563,74.1629,2.2143,2.8287,time_exit,False
current,EQIX,2024-10-25,2024-10-29,883.9518,875.7219,-0.931,-1.1827,stop_hit,False
current,F,2024-10-25,2024-10-29,10.2551,9.4483,-7.8678,-6.4852,stop_hit,False
current,GILD,2024-10-25,2024-10-29,85.8029,84.4278,-1.6026,-1.6306,stop_hit,False
current,AON,2024-10-28,2024-10-29,375.8078,366.7865,-2.4005,-2.2483,stop_hit,False
current,CMG,2024-10-23,2024-10-30,59.5898,55.7421,-6.4569,-5.5988,stop_hit,False
current,DXCM,2024-10-23,2024-10-30,72.9314,71.7841,-1.5732,-1.0514,stop_hit,False
current,APH,2024-10-24,2024-10-30,68.5543,67.5562,-1.4559,-1.0395,stop_hit,False
current,DE,2024-10-29,2024-10-30,401.3706,396.3917,-1.2405,-1.1997,stop_hit,False
current,AAPL,2024-10-16,2024-10-31,230.205,224.1479,-2.6312,-2.2572,stop_hit,False
current,CME,2024-10-25,2024-10-31,212.9664,209.5951,-1.583,-1.7128,stop_hit,False
current,DLR,2024-10-29,2024-10-31,175.4277,170.5447,-2.7835,-2.1513,stop_hit,False
current,AMZN,2024-10-30,2024-10-31,194.7923,186.1269,-4.4486,-3.658,stop_hit,False
current,GOOG,2024-10-30,2024-10-31,181.5507,171.5842,-5.4897,-5.091,stop_hit,False
current,BKNG,2024-10-23,2024-11-01,172.3461,185.2901,7.5105,9.1702,take_profit,False
current,ADP,2024-10-31,2024-11-01,281.6908,277.931,-1.3347,-1.8243,stop_hit,False
current,CMCSA,2024-10-31,2024-11-01,39.8599,38.3908,-3.6857,-3.3456,stop_hit,False
current,BKR,2024-11-01,2024-11-06,36.8784,41.3311,12.0739,9.4093,take_profit,False
current,BMY,2024-11-01,2024-11-07,52.096,50.9545,-2.1912,-1.6988,stop_hit,False
current,ABBV,2024-10-31,2024-11-08,191.8859,189.5552,-1.2146,-1.2312,stop_hit,False
current,ADBE,2024-11-07,2024-11-08,509.3145,494.3627,-2.9357,-2.5831,stop_hit,False
current,CRM,2024-10-29,2024-11-11,291.4356,321.708,10.3873,9.3442,take_profit,False
current,AMAT,2024-11-08,2024-11-11,189.8549,185.907,-2.0794,-1.0516,stop_hit,False
current,EA,2024-10-31,2024-11-12,146.7633,160.4897,9.3527,9.2933,take_profit,False
current,AMGN,2024-11-08,2024-11-12,307.8438,284.9974,-7.4214,-7.7135,stop_hit,False
current,CCL,2024-10-29,2024-11-13,21.4007,24.4278,14.1448,6.6731,time_exit,False
current,AMZN,2024-10-31,2024-11-13,190.5302,212.4289,11.4936,9.389,take_profit,False
current,CDNS,2024-10-30,2024-11-14,281.1405,303.0784,7.8032,4.2074,time_exit,False
current,FAST,2024-10-30,2024-11-14,37.4687,39.7801,6.1688,4.9165,time_exit,False
current,ALL,2024-11-11,2024-11-14,192.9464,190.1249,-1.4623,-1.1361,stop_hit,False
current,ADP,2024-11-12,2024-11-14,296.8483,291.3742,-1.8441,-2.2032,stop_hit,False
current,AON,2024-11-13,2024-11-14,380.3701,372.5636,-2.0523,-1.7995,stop_hit,False
current,ADBE,2024-11-13,2024-11-15,524.5221,503.0583,-4.0921,-3.444,stop_hit,False
current,ACN,2024-11-14,2024-11-15,362.3811,344.2478,-5.0039,-4.4944,stop_hit,False
current,AMZN,2024-11-14,2024-11-15,214.2521,202.4637,-5.5021,-3.7168,stop_hit,False
current,AON,2024-11-14,2024-11-15,381.1005,375.882,-1.3693,-1.1798,stop_hit,False
current,BSX,2024-11-14,2024-11-15,88.7343,86.9565,-2.0036,-1.5442,stop_hit,False
current,CDNS,2024-11-14,2024-11-15,304.242,289.5152,-4.8405,-2.5005,stop_hit,False
current,BKNG,2024-11-01,2024-11-18,184.7523,198.3008,7.3333,7.863,time_exit,False
current,BKR,2024-11-06,2024-11-21,39.4497,43.6082,10.5412,8.7826,time_exit,False
current,DXCM,2024-11-15,2024-11-22,75.5678,72.7736,-3.6976,-1.9193,stop_hit,False
current,COP,2024-11-15,2024-11-25,108.3141,101.6691,-6.1349,-4.6734,stop_hit,False
current,EOG,2024-11-15,2024-11-25,128.3041,125.3373,-2.3123,-1.8453,stop_hit,False
current,ALB,2024-11-11,2024-11-26,101.7208,103.898,2.1404,0.9109,time_exit,False
current,APH,2024-11-25,2024-11-26,73.8869,72.3638,-2.0614,-1.4977,stop_hit,False
current,BAC,2024-11-12,2024-11-27,44.6123,46.1369,3.4175,2.6719,time_exit,False
current,CVX,2024-11-15,2024-12-02,151.7358,153.4532,1.1318,1.108,time_exit,False
current,DIS,2024-11-15,2024-12-02,109.3647,115.3123,5.4384,4.3557,time_exit,False
current,EA,2024-11-15,2024-12-02,162.2811,164.8875,1.6061,1.4407,time_exit,False
current,ABT,2024-11-26,2024-12-02,115.1776,113.2833,-1.6446,-1.3867,stop_hit,False
current,AEP,2024-11-27,2024-12-02,95.5477,94.1229,-1.4912,-1.3395,stop_hit,False
current,BRK-B,2024-11-18,2024-12-03,469.2345,470.2897,0.2249,0.2458,time_exit,False
current,AON,2024-11-26,2024-12-03,387.3336,381.4492,-1.5192,-1.6146,stop_hit,False
current,AEP,2024-12-02,2024-12-03,95.8779,92.9735,-3.0293,-2.8612,stop_hit,False
current,BK,2024-12-02,2024-12-03,79.7198,78.3808,-1.6797,-1.7379,stop_hit,False
current,APD,2024-11-25,2024-12-04,320.5702,314.8825,-1.7743,-1.6379,stop_hit,False
current,ALB,2024-12-03,2024-12-04,107.9439,99.7801,-7.5631,-2.6651,stop_hit,False
current,BMY,2024-12-03,2024-12-04,55.7278,54.3428,-2.4854,-1.4339,stop_hit,False
current,CDNS,2024-12-04,2024-12-05,317.6287,303.6181,-4.411,-2.9056,stop_hit,False
current,AAPL,2024-11-21,2024-12-06,227.6538,241.2493,5.972,5.5683,time_exit,False
current,ALL,2024-11-22,2024-12-09,196.9684,194.0929,-1.4599,-1.1107,stop_hit,False
current,BKNG,2024-12-03,2024-12-09,206.5032,203.7181,-1.3487,-1.3646,stop_hit,False
current,CCL,2024-12-03,2024-12-09,25.9029,25.2674,-2.4537,-1.3738,stop_hit,False
current,AVGO,2024-12-09,2024-12-10,176.6283,169.3653,-4.112,-2.3168,stop_hit,False
current,BKNG,2024-12-09,2024-12-10,209.1045,205.0574,-1.9354,-2.2093,stop_hit,False
current,CME,2024-12-04,2024-12-11,223.3716,219.0004,-1.9569,-2.0156,stop_hit,False
current,ADBE,2024-12-05,2024-12-12,534.7672,474.3527,-11.2974,-7.253,stop_hit,False
current,ACN,2024-12-12,2024-12-16,352.7963,347.826,-1.4088,-1.1559,stop_hit,False
current,AZO,2024-12-02,2024-12-17,3176.9627,3320.6389,4.5224,3.8749,time_exit,False
current,BA,2024-12-02,2024-12-17,156.038,172.9435,10.8342,5.7273,time_exit,False
current,C,2024-12-02,2024-12-17,68.6143,68.5057,-0.1582,-0.1174,time_exit,False
current,COST,2024-12-04,2024-12-18,971.2554,955.8219,-1.589,-1.356,stop_hit,False
current,AMZN,2024-12-09,2024-12-18,227.3236,220.3798,-3.0546,-2.055,stop_hit,False
current,BLK,2024-12-10,2024-12-18,1022.611,994.8323,-2.7164,-2.7908,stop_hit,False
current,AVGO,2024-12-16,2024-12-18,228.5242,219.96,-3.7476,-1.7104,stop_hit,False
current,APH,2024-12-17,2024-12-18,74.2871,69.3253,-6.6792,-6.1999,stop_hit,False
current,BDX,2024-12-17,2024-12-18,173.9369,171.2643,-1.5365,-1.4859,stop_hit,False
current,INTU,2024-12-18,2024-12-19,666.7832,629.1153,-5.6492,-3.7661,stop_hit,False
current,MSFT,2024-12-18,2024-12-19,447.2135,432.6935,-3.2468,-3.1774,stop_hit,False
current,MU,2024-12-18,2024-12-19,109.6348,86.4468,-21.1503,-8.8923,stop_hit,False
current,PFE,2024-12-18,2024-12-19,24.012,23.6182,-1.6401,-1.2344,stop_hit,False
current,TSLA,2024-12-18,2024-12-19,466.7282,435.9419,-6.5962,-2.7587,stop_hit,False
current,V,2024-12-18,2024-12-19,316.218,311.894,-1.3674,-1.7763,stop_hit,False
current,AAPL,2024-12-06,2024-12-23,241.7608,252.7536,4.5469,4.9018,time_exit,False
current,ACN,2024-12-20,2024-12-23,360.5602,350.6746,-2.7417,-1.9405,stop_hit,False
current,CCL,2024-12-23,2024-12-24,26.3932,25.6272,-2.9023,-1.4593,stop_hit,False
current,EBAY,2024-12-10,2024-12-26,61.3306,62.6187,2.1001,1.4891,time_exit,False
current,GOOG,2024-12-11,2024-12-26,185.993,196.1019,5.4351,3.8668,time_exit,False
current,AAPL,2024-12-23,2024-12-30,253.5867,250.6546,-1.1563,-1.1878,stop_hit,False
current,ABBV,2024-12-26,2024-12-30,170.3251,167.4262,-1.702,-1.4577,stop_hit,False
current,BSX,2024-12-26,2024-12-30,90.8104,89.6452,-1.2831,-1.2854,stop_hit,False
current,GILD,2024-12-26,2024-12-30,90.2151,88.9455,-1.4073,-1.061,stop_hit,False
current,MA,2024-12-26,2024-12-30,530.0549,520.7195,-1.7612,-1.7793,stop_hit,False
current,V,2024-12-26,2024-12-30,317.2485,312.4237,-1.5208,-1.6242,stop_hit,False
current,BA,2024-12-17,2025-01-02,173.1916,171.844,-0.7781,-0.4351,time_exit,False
current,GM,2024-12-30,2025-01-02,53.1065,50.7046,-4.5228,-2.9296,stop_hit,False
current,PSQ,2025-01-02,2025-01-06,35.4077,34.7126,-1.963,-2.1768,stop_hit,False
current,SH,2025-01-03,2025-01-06,40.4002,39.8301,-1.4112,-1.8911,stop_hit,False
