ticker,ex_date,entry_price,exit_price,div_amount,shares,franking,gu_yield,entry_rsi,price_pnl,div_income,franking_credit,total_gu_pnl,ret_price,ret_gu,stopped_out,held_days
QUB.AX,2024-03-05,3.259999990463257,3.25,0.04,153,1.0,0.017528483837429998,47.84056597101703,-2.029998540878296,6.12,2.6228571428571428,6.712858601978847,-0.004069927717263755,0.013458556120166242,False,15
QUB.AX,2024-09-16,3.859999895095825,4.0,0.0515,129,1.0,0.019059956106450136,55.85865163215459,17.56001353263855,6.6434999999999995,2.8472142857142857,27.050727818352836,0.03526532114285134,0.05432527724930148,False,15
QUB.AX,2025-03-04,4.199999809265137,3.88584743994132,0.041,119,1.0,0.013945578864603967,59.67935648064785,-37.88413194953421,0.0,0.0,-37.88413194953421,-0.07579858677464735,-0.07579858677464735,True,15
QUB.AX,2025-09-15,4.099999904632568,4.050000190734863,0.057,121,1.0,0.019860627639665483,31.583887174536486,-6.5499653816223145,6.897,2.9558571428571434,3.302891761234829,-0.01320291379555896,0.006657713844106524,False,15
COL.AX,2023-09-01,15.949999809265137,15.75,0.3,31,1.0,0.026869682363411522,10.979914626631214,-6.699994087219238,9.299999999999999,3.9857142857142853,6.585720198495046,-0.013550397749701222,0.013319284613710297,False,15
COL.AX,2024-03-05,15.729999542236328,16.700000762939453,0.36,31,1.0,0.03269457910057882,46.393410750852,29.570037841796875,11.16,4.782857142857143,45.51289498465401,0.06064031889408745,0.09333489799466625,False,15
COL.AX,2025-03-05,19.739999771118164,18.93048489457692,0.37,25,1.0,0.026776668424524905,64.73958464269501,-20.73787191353108,0.0,0.0,-20.73787191353108,-0.04202203070715921,-0.04202203070715921,True,15
BOQ.AX,2023-10-26,5.519999980926514,5.088101653020359,0.21,90,1.0,0.05434782627474683,43.64507548515182,-39.37084951155395,0.0,0.0,-39.37084951155395,-0.0792488922053013,-0.0792488922053013,True,15
BOQ.AX,2024-05-02,6.099999904632568,5.900000095367432,0.17,81,1.0,0.039812646992454556,49.89995211452534,-16.699984550476074,13.770000000000001,5.901428571428572,2.9714440209524993,-0.03379879540895309,0.00601385158350146,False,15
BOQ.AX,2025-04-30,6.860000133514404,7.559999942779541,0.18,72,1.0,0.03748438077815632,59.70531435377294,49.899986267089844,12.959999999999999,5.554285714285714,68.41427198137556,0.10102847687054452,0.13851285764870086,False,15
BOQ.AX,2025-10-29,7.179999828338623,6.840000152587891,0.2,69,1.0,0.039793076956158795,47.28622006626866,-23.959977626800537,13.8,5.914285714285715,-4.245691912514822,-0.04836296112317258,-0.00856988416701379,False,15
QAN.AX,2025-03-11,9.520000457763672,9.020000457763672,0.264,52,1.0,0.03961584443363054,58.450369825324195,-26.5,13.728000000000002,5.883428571428572,-6.888571428571426,-0.05353102522172541,-0.013915180788094872,False,15
QAN.AX,2025-09-16,11.850000381469727,11.0,0.264,42,1.0,0.031826400422113835,61.196577441484386,-36.200016021728516,11.088000000000001,4.752000000000001,-20.360016021728512,-0.07273460891379216,-0.040908208491678325,False,15
CBA.AX,2023-08-16,101.8499984741211,100.77999877929688,2.4,4,1.0,0.033662950220294696,46.27549236648681,-4.779998779296875,9.6,4.114285714285715,8.93428693498884,-0.011732937778372714,0.021930012441921977,False,15
CBA.AX,2024-02-21,115.7300033569336,118.12000274658203,2.15,4,1.0,0.02653960496273118,57.48618004575703,9.05999755859375,8.6,3.6857142857142855,21.34571184430804,0.01957141038579895,0.04611101534853014,False,15
CBA.AX,2024-08-21,130.52999877929688,141.77000427246094,2.5,3,1.0,0.027360979122256986,50.49783435201457,33.22001647949219,7.5,3.2142857142857144,43.9343021937779,0.08483366988473241,0.1121946490069894,False,15
CBA.AX,2025-02-19,162.8300018310547,154.00993603670244,2.25,3,1.0,0.01974013190530279,63.74359989590836,-26.960197383056737,0.0,0.0,-26.960197383056737,-0.055190888410989236,-0.055190888410989236,True,15
CBA.AX,2025-08-20,178.60000610351562,168.82226772897164,2.6,2,1.0,0.02079667182168479,52.542032502241945,-20.055476749087973,0.0,0.0,-20.055476749087973,-0.056146349562451646,-0.056146349562451646,True,15
EBO.AX,2023-09-07,33.790000915527344,32.31999969482422,0.47054,14,1.0,0.019893459064427178,52.71181404343081,-21.08001708984375,6.58756,2.82324,-11.66921708984375,-0.04456097856231478,-0.0246675194978876,False,15
